countries,,pearson corr,,pearson p,spearman corr,spearman p,,,,,,,
Central African Republic,,Saint Vincent and the Grenadines,,0.383931210841568,2.51091442416886E-12,0.320207769919977,8.03940022091926E-09,,,,,,
Central African Republic,,San Marino,,-0.034902939472573,0.540383158247384,0.058110299775682,0.307791907391765,,,,,,
Central African Republic,,Sao Tome and Principe,,0.25437120586333,5.7495845752164E-06,0.462998765544465,7.08768083808286E-18,,,,,,
Central African Republic,,Saudi Arabia,,0.16468564451262,0.003640327801398,0.574195456901997,1.38314197859338E-28,,,,,,
Central African Republic,,Senegal,,0.315018464934469,1.43589851251967E-08,0.629633109725142,1.22265613547275E-35,,,,,,
Central African Republic,,Serbia,,0.124048729945663,0.028982745471418,0.229101902854543,4.66621687803454E-05,,,,,,
Central African Republic,,Seychelles,,0.138583909653467,0.014607816656479,0.040294935582058,0.47963693163038,,,,,,
Central African Republic,,Sierra Leone,,0.45002315294025,7.30303896832131E-17,0.695657609774094,3.70961855015852E-46,,,,,,
Central African Republic,,Singapore,,0.220915721508022,8.76420957700659E-05,0.178498530883053,0.001602375237256,,,,,,
Central African Republic,,Slovakia,,0.06262971059782,0.271622094602727,-0.058054741413395,0.30825542791567,,,,,,
Central African Republic,,Slovenia,,-0.026542737735066,0.641553934657175,-0.141699416758501,0.012510393077451,,,,,,
Central African Republic,,Solomon Islands,,-0.145348764693358,0.010394780861266,-0.296422675199382,1.04931676479922E-07,,,,,,
Central African Republic,,Somalia,,0.247906174019604,1.00387711410878E-05,0.594856992920798,4.69042634054149E-31,,,,,,
Central African Republic,,South Africa,,0.242620613456916,1.5657673735076E-05,0.612417679971841,2.67641168842523E-33,,,,,,
Central African Republic,,South Korea,,-0.134715350771483,0.017636899962148,-0.578387841224268,4.506970391951E-29,,,,,,
Central African Republic,,South Sudan,,0.587695310583721,3.52615222981945E-30,0.495170948543446,1.39625569006818E-20,,,,,,
Central African Republic,,Spain,,0.001305044988623,0.981742106466484,-0.330826216703622,2.36949327077632E-09,,,,,,
Central African Republic,,Sri Lanka,,0.249306952001239,8.90823831062086E-06,0.351402130659292,1.9370101928295E-10,,,,,,
Central African Republic,,Sudan,,0.537427863960321,1.34164410638427E-24,0.689985191849007,3.83535966779743E-45,,,,,,
Central African Republic,,Suriname,,0.47027311932872,1.83427597216229E-18,0.366966205125997,2.57362643711757E-11,,,,,,
Central African Republic,,Swaziland,,0.409189278157135,6.06743393925333E-14,0.641214796522574,2.68112299539341E-37,,,,,,
Central African Republic,,Sweden,,-0.007773235359996,0.891575348133082,0.13781157577992,0.01517322561551,,,,,,
Central African Republic,,Switzerland,,-0.014452768951282,0.799918555784754,-0.260660650196093,3.29493857856038E-06,,,,,,
Central African Republic,,Syria,,0.107531204902272,0.058608247606773,0.392597682764622,7.25292549186624E-13,,,,,,
Central African Republic,,Taiwan,,0.236278919100303,2.63429270649154E-05,-0.471288758008367,1.51490101247514E-18,,,,,,
Central African Republic,,Tajikistan,,0.302498701032223,5.56262877394884E-08,0.544133221161749,2.73422886497133E-25,,,,,,
Central African Republic,,Tanzania,,0.506496914676667,1.32591535323458E-21,0.358752635470025,7.56941060839833E-11,,,,,,
Central African Republic,,Thailand,,0.350989455326937,2.04047756552853E-10,-0.273957230790639,9.67903927840949E-07,,,,,,
Central African Republic,,Timor,,0.080851044599331,0.155577216102296,0.039257453895013,0.491029668857515,,,,,,
Central African Republic,,Togo,,0.578069079531111,4.91086675063417E-29,0.511037023850065,5.0332554603815E-22,,,,,,
Central African Republic,,Trinidad and Tobago,,0.419754737021765,1.16154052344913E-14,0.025371134094376,0.656340011183549,,,,,,
Central African Republic,,Tunisia,,0.134183225811565,0.018093732905189,-0.066529277258463,0.242834545961167,,,,,,
Central African Republic,,Turkey,,0.38869602906865,1.27431210591852E-12,0.460887775806907,1.04293642202582E-17,,,,,,
Central African Republic,,Uganda,,0.248338095029154,9.67639550453195E-06,0.379894789672806,4.42234813270759E-12,,,,,,
Central African Republic,,Ukraine,,0.419053562458388,1.29857813605752E-14,0.396072962302187,4.36280417830165E-13,,,,,,
Central African Republic,,United Arab Emirates,,0.329614327644558,2.7305346601773E-09,0.008229277654608,0.885256865184631,,,,,,
Central African Republic,,United Kingdom,,0.057142378004363,0.315932930669599,-0.325761468821698,4.26853050163686E-09,,,,,,
Central African Republic,,United States,,0.237552081061804,2.3757415295165E-05,0.071863964106805,0.207014929912878,,,,,,
Central African Republic,,Uruguay,,0.32848617071081,3.1141711974917E-09,0.15995198885751,0.004756666785649,,,,,,
Central African Republic,,Uzbekistan,,0.38715374236578,1.58905934036641E-12,0.655464818476201,1.934488428165E-39,,,,,,
Central African Republic,,Vanuatu,,-0.066394983676198,0.243789004614027,-0.034670751654743,0.543082415267417,,,,,,
Central African Republic,,Vatican,,0.124028425095234,0.029009242112902,0.001454974062866,0.97964499217502,,,,,,
Central African Republic,,Venezuela,,0.303149645972766,5.19247046532434E-08,0.683029078933,6.25728332981648E-44,,,,,,
Central African Republic,,Vietnam,,0.024901334889954,0.662307308363196,-0.112907482418696,0.047003767487919,,,,,,
Central African Republic,,Western Sahara,,0.221116612989329,8.6320629011969E-05,0.243040407318143,1.51200424609972E-05,,,,,,
Central African Republic,,Yemen,,0.517806314777955,1.1556691682999E-22,0.537416225526522,1.34531183421894E-24,,,,,,
Central African Republic,,Zambia,,0.191121792326057,0.000717804260815,0.616440308205567,7.82762339264404E-34,,,,,,
Central African Republic,,Zimbabwe,,0.428918301311122,2.63996916593123E-15,0.566308088213138,1.09232478795771E-27,,,,,,
Chad,,Chile,,0.258513563885734,3.99111525988355E-06,0.302413790063989,5.61274996355145E-08,,,,,,
Chad,,China,,-0.107616061787379,0.058408199096113,-0.463398775363411,6.58545274196879E-18,,,,,,
Chad,,Colombia,,0.19754711403787,0.00046759405808,0.472384091804304,1.23161340481601E-18,,,,,,
Chad,,Comoros,,0.328914151990294,2.96285389554378E-09,0.113376858221434,0.046089028410708,,,,,,
Chad,,Congo,,0.513408616938082,3.01712892006145E-22,0.484428651628295,1.20291475594774E-19,,,,,,
Chad,,Costa Rica,,0.058639703223459,0.303398157148105,0.040500773432209,0.477393779457718,,,,,,
Chad,,Cote d'Ivoire,,0.512016134812219,4.07663218426803E-22,0.48426201735487,1.24303956263678E-19,,,,,,
Chad,,Croatia,,0.193572217089311,0.000610534754694,0.093748635165643,0.099439436747043,,,,,,
Chad,,Cuba,,0.632375304708141,5.02183509012074E-36,0.640939481213988,2.94158928804405E-37,,,,,,
Chad,,Cyprus,,0.158324008525345,0.005206629010895,0.497440113421797,8.77306788965764E-21,,,,,,
Chad,,Czech Republic,,0.112999389494533,0.046823468154197,0.26508040778463,2.20885876966465E-06,,,,,,
Chad,,Democratic Republic of Congo,,0.453499437092601,3.94753999830577E-17,0.537345786883684,1.36772169524553E-24,,,,,,
Chad,,Denmark,,-0.024571241287138,0.666512920276289,0.416938546040671,1.81502067196835E-14,,,,,,
Chad,,Djibouti,,0.752393293270427,8.67908346857669E-58,0.672701534379314,3.43260939162896E-42,,,,,,
Chad,,Dominica,,0.611726542164827,3.30003143566311E-33,0.373270933370996,1.10097992138187E-11,,,,,,
Chad,,Dominican Republic,,0.46408119704723,5.80812014943498E-18,0.362353808255341,4.73464583674342E-11,,,,,,
Chad,,Ecuador,,0.411633221019449,4.1607100176814E-14,0.304341077300015,4.57558424287731E-08,,,,,,
Chad,,Egypt,,0.060764098995137,0.286185850712981,0.296443986542662,1.04701024653331E-07,,,,,,
Chad,,El Salvador,,0.781215360659943,5.45221866172788E-65,0.66016238923548,3.58803071005991E-40,,,,,,
Chad,,Equatorial Guinea,,0.340682971027573,7.30491817350861E-10,0.588015240099652,3.22572686809743E-30,,,,,,
Chad,,Eritrea,,0.588638300362464,2.71136546320512E-30,0.171731598534682,0.002413319305176,,,,,,
Chad,,Estonia,,-0.005314786395373,0.92574538750022,0.342915612898993,5.56339239822106E-10,,,,,,
Chad,,Ethiopia,,0.196664833434021,0.000496336021623,0.524260949393353,2.75470256745089E-23,,,,,,
Chad,,Fiji,,0.591437053393265,1.23679405521847E-30,0.272091168956205,1.15404406025792E-06,,,,,,
Chad,,Finland,,0.07772672727885,0.172234918619313,0.423753751214238,6.11839379729906E-15,,,,,,
Chad,,France,,0.083633169757037,0.141794757030952,0.0424497620075,0.456440033990475,,,,,,
Chad,,Gabon,,0.696781458322677,2.32016948373311E-46,0.601256077640463,7.40733611250002E-32,,,,,,
Chad,,Gambia,,0.540283414585774,6.8444841836003E-25,0.269739082758408,1.43780867282052E-06,,,,,,
Chad,,Georgia,,0.040786330638714,0.474291354614183,0.397948796808975,3.30776989875762E-13,,,,,,
Chad,,Germany,,0.036072229627767,0.526892086535874,0.080391759236239,0.157946645023847,,,,,,
Chad,,Ghana,,0.729918610865331,7.92407306621576E-53,0.53508729549964,2.31821817068082E-24,,,,,,
Chad,,Greece,,-0.02265116844627,0.69117955029296,0.087090051955007,0.125993795521852,,,,,,
Chad,,Grenada,,0.551508317773801,4.55953957499458E-26,0.558318736943652,8.37993988266992E-27,,,,,,
Chad,,Guatemala,,0.330256122963689,2.53316277881626E-09,0.587286146641194,3.9509254338068E-30,,,,,,
Chad,,Guinea,,0.731888394669714,3.05021563652216E-53,0.587425488192092,3.8008802952365E-30,,,,,,
Chad,,Guinea-Bissau,,0.556767965054474,1.23665222325483E-26,0.563909783373437,2.02537772415287E-27,,,,,,
Chad,,Guyana,,0.237987531312082,2.29296568658798E-05,0.397475963311863,3.54742194725612E-13,,,,,,
Chad,,Haiti,,0.758390345008895,3.33999078669314E-59,0.642480919272264,1.74828856663181E-37,,,,,,
Chad,,Honduras,,0.553660407267113,2.68081997963716E-26,0.494386556800494,1.63824147807745E-20,,,,,,
Chad,,Hungary,,0.281457598972098,4.71011706985399E-07,0.531715263088536,5.05949079694516E-24,,,,,,
Chad,,Iceland,,0.035049397151336,0.538683982163175,0.221332067346711,8.49242002974617E-05,,,,,,
Chad,,India,,0.178923909923052,0.00156089374699,0.281282216551035,4.79128441376249E-07,,,,,,
Chad,,Indonesia,,0.159049429120048,0.005001602192827,0.403633296566552,1.41425365269547E-13,,,,,,
Chad,,International,,-0.105761417946051,0.0629111935438,-0.246558034407827,1.12546206135198E-05,,,,,,
Chad,,Iran,,-0.050196352549115,0.378435264888779,0.22667966962833,5.6365074903093E-05,,,,,,
Chad,,Iraq,,0.025819541676725,0.650664698214017,0.121984635768455,0.031784589351016,,,,,,
Chad,,Ireland,,0.15967400656247,0.004830928405853,0.554904349293157,1.96871322991334E-26,,,,,,
Chad,,Israel,,0.245246161940514,1.25711337751433E-05,-0.057982716264823,0.308857013592273,,,,,,
Chad,,Italy,,-0.056081307573163,0.325017592770351,0.13782525086057,0.015163049943596,,,,,,
Chad,,Jamaica,,0.10818770114957,0.057075230158323,0.521218187996369,5.43630400475311E-23,,,,,,
Chad,,Japan,,0.079129534873436,0.164598415275072,-0.264697960698828,2.2872852994479E-06,,,,,,
Chad,,Jordan,,0.07092402208018,0.213032389385059,0.433819640646211,1.17314501998172E-15,,,,,,
Chad,,Kazakhstan,,0.368515723242824,2.09244778164366E-11,0.495692569606436,1.25518082678977E-20,,,,,,
Chad,,Kenya,,0.504936129373348,1.84368181845132E-21,0.518747751099969,9.39348793351958E-23,,,,,,
Chad,,Kosovo,,0.319275940697794,8.92917193268627E-09,0.318037727691579,1.02599958507195E-08,,,,,,
Chad,,Kuwait,,-0.001056014623947,0.98522565821053,0.367805113478319,2.30111497241177E-11,,,,,,
Chad,,Kyrgyzstan,,0.650313167523832,1.18611705110227E-38,0.511152764451216,4.90955967285077E-22,,,,,,
Chad,,Laos,,0.614993676210027,1.22046705779899E-33,0.313412903797946,1.71431369745159E-08,,,,,,
Chad,,Latvia,,0.121216041075312,0.032885385014043,0.456672255517626,2.23768053796392E-17,,,,,,
Chad,,Lebanon,,0.011965919415163,0.833793987726483,-0.070892934421065,0.213233535464918,,,,,,
Chad,,Lesotho,,-0.142962872648211,0.011738505134739,-0.085598212910965,0.132636755230825,,,,,,
Chad,,Liberia,,0.367312095925235,2.45765720357844E-11,0.494786321575761,1.5101634788046E-20,,,,,,
Chad,,Libya,,0.450560372796167,6.64375188599279E-17,0.292856369673887,1.51266530657494E-07,,,,,,
Chad,,Liechtenstein,,0.083795363524024,0.141021023029407,0.229762957812477,4.43017119850227E-05,,,,,,
Chad,,Lithuania,,0.287453325676788,2.60783112042135E-07,0.383480529694798,2.67575639972006E-12,,,,,,
Chad,,Luxembourg,,0.146143287274148,0.009978563342499,0.184795230083048,0.001080395193813,,,,,,
Chad,,Macedonia,,0.227200667677072,5.4129923453895E-05,0.2328203474569,3.47771382016835E-05,,,,,,
Chad,,Madagascar,,0.704944283845918,7.18358144225711E-48,0.497636876922452,8.42521430549909E-21,,,,,,
Chad,,Malawi,,0.166546140511845,0.003270816366793,0.358131015100381,8.20311999939729E-11,,,,,,
Chad,,Malaysia,,0.122693641363866,0.03079717078195,0.177131838608002,0.001742578745296,,,,,,
Chad,,Maldives,,0.249803091472608,8.5376827802019E-06,0.355023746982443,1.22288625655934E-10,,,,,,
Chad,,Mali,,0.634433149833396,2.56036603575788E-36,0.682206500680143,8.66056709322376E-44,,,,,,
Chad,,Malta,,0.18568386123046,0.001020890900716,0.421388189760532,8.94880895485226E-15,,,,,,
Chad,,Marshall Islands,,-0.056229722089431,0.323736822372516,-0.006438317026768,0.910108648171209,,,,,,
Chad,,Mauritania,,0.278991965506341,5.9825007170927E-07,0.247454414270046,1.04315729228691E-05,,,,,,
Chad,,Mauritius,,0.537597249704592,1.28936651505148E-24,0.535711370319868,2.00449556413081E-24,,,,,,
Chad,,Mexico,,0.240238717218871,1.90682666097689E-05,0.371486763413847,1.40265022010956E-11,,,,,,
Chad,,Moldova,,0.251717576188397,7.24065698065877E-06,0.517602533193329,1.20859109892825E-22,,,,,,
Chad,,Monaco,,0.303171500845971,5.18046441254103E-08,0.279104506842277,5.91785704485583E-07,,,,,,
Chad,,Mongolia,,0.186043496662142,0.000997678872744,0.4948019360221,1.50536609075045E-20,,,,,,
Chad,,Montenegro,,0.472078916114035,1.30483921540299E-18,0.21624373640438,0.000124301086469,,,,,,
Chad,,Morocco,,0.310156032987717,2.4480323705176E-08,0.317573233240192,1.08071332820189E-08,,,,,,
Chad,,Mozambique,,0.718312212522551,1.86075477325438E-50,0.55907451953196,6.92711893311371E-27,,,,,,
Chad,,Myanmar,,0.329411306474011,2.79601543328923E-09,0.586588861928604,4.79424074076478E-30,,,,,,
Chad,,Namibia,,0.309084857240283,2.749783147433E-08,-0.018938281641961,0.739794406830891,,,,,,
Chad,,Nepal,,0.645256395028318,6.79915031577851E-38,0.680440627987319,1.7338863434041E-43,,,,,,
Chad,,Netherlands,,0.019559245453349,0.731585163700423,0.396214066156835,4.27315006710392E-13,,,,,,
Chad,,New Zealand,,0.443866916365576,2.13418967028799E-16,0.280738115960847,5.05172675882387E-07,,,,,,
Chad,,Nicaragua,,0.161345095844015,0.004399767390423,0.56398107299141,1.98868768440143E-27,,,,,,
Chad,,Niger,,0.680040498030807,2.0278570678437E-43,0.653301981613599,4.15989703559765E-39,,,,,,
Chad,,Nigeria,,0.556532954170393,1.31154294952469E-26,0.469741083064777,2.02710236943292E-18,,,,,,
Chad,,Norway,,-0.036471195504411,0.52232835214268,0.315642932746092,1.33987661628529E-08,,,,,,
Chad,,Oman,,0.387507068664426,1.51085420936302E-12,0.407332941811802,8.06417944959076E-14,,,,,,
Chad,,Pakistan,,0.186810411734924,0.000949794932443,0.329087202949322,2.90371434102277E-09,,,,,,
Chad,,Palestine,,0.060331796644235,0.2896341465562,-0.020961481452096,0.71316075550529,,,,,,
Chad,,Panama,,0.091852548443842,0.10650321495095,0.413577689215035,3.07508064206957E-14,,,,,,
Chad,,Papua New Guinea,,0.10445739343926,0.066245303667379,0.094489792250269,0.096781531568359,,,,,,
Chad,,Paraguay,,0.207560968909834,0.000233344521996,0.374594410880891,9.19069148323333E-12,,,,,,
Chad,,Peru,,0.159826536150903,0.00479005262403,0.484290570827173,1.2360717763737E-19,,,,,,
Chad,,Philippines,,0.217598990449572,0.000112404550716,0.102322682404288,0.072014972683514,,,,,,
Chad,,Poland,,0.100523216493102,0.077190928618738,0.544184004577264,2.70111928926049E-25,,,,,,
Chad,,Portugal,,0.208816768020157,0.000213362754035,0.449428045040198,8.10843330603787E-17,,,,,,
Chad,,Qatar,,-0.022972072142056,0.68703334222967,0.367085740355298,2.53295875341702E-11,,,,,,
Chad,,Romania,,0.207627340309513,0.000232246145748,0.271656226325157,1.20211461927296E-06,,,,,,
Chad,,Russia,,0.417676320007796,1.61537561181052E-14,0.444799257951222,1.81678688052553E-16,,,,,,
Chad,,Rwanda,,0.269242848491073,1.50567114732896E-06,0.378455494516948,5.40122117412141E-12,,,,,,
Chad,,Saint Kitts and Nevis,,0.424598210537109,5.33796506484613E-15,0.294638269962644,1.26081421582528E-07,,,,,,
Chad,,Saint Lucia,,0.373536127126637,1.06192085883848E-11,0.347826388275488,3.03298160895593E-10,,,,,,
Chad,,Saint Vincent and the Grenadines,,0.1861300891007,0.000992163030147,0.256914065246782,4.5986914334246E-06,,,,,,
Chad,,San Marino,,-0.02922400678374,0.608250319801164,0.415834536945477,2.15963441855074E-14,,,,,,
Chad,,Sao Tome and Principe,,0.41356347627605,3.08190612835339E-14,0.281058346861267,4.89684368356147E-07,,,,,,
Chad,,Saudi Arabia,,0.16612697354318,0.003350965424074,0.396545376770016,4.06965979005119E-13,,,,,,
Chad,,Senegal,,0.262723725753905,2.73631107320074E-06,0.446751977662488,1.29463205983008E-16,,,,,,
Chad,,Serbia,,0.137655704365843,0.015289633538044,0.335872762885036,1.30395812039488E-09,,,,,,
Chad,,Seychelles,,0.011583371878726,0.8390340268775,0.028411565354358,0.618260626183906,,,,,,
Chad,,Sierra Leone,,0.426564720828576,3.87907059970572E-15,0.517017566699146,1.37412809370854E-22,,,,,,
Chad,,Singapore,,0.336518791812539,1.20702786189309E-09,0.045519850287013,0.424501490379179,,,,,,
Chad,,Slovakia,,0.028508634673533,0.617060843918655,0.381559681710923,3.50484812734509E-12,,,,,,
Chad,,Slovenia,,-0.02251032939858,0.693002172052959,0.29024303245289,1.97135786294091E-07,,,,,,
Chad,,Solomon Islands,,-0.113280023360326,0.046276512892122,0.107815039145355,0.057941326490981,,,,,,
Chad,,Somalia,,0.609664236921494,6.14645764737635E-33,0.66540901762961,5.27096307914427E-41,,,,,,
Chad,,South Africa,,0.242494797613763,1.58223064291274E-05,0.366901391367691,2.59594224711793E-11,,,,,,
Chad,,South Korea,,-0.130084865754144,0.021970916569202,-0.502814153738568,2.87845343107134E-21,,,,,,
Chad,,South Sudan,,0.297504742092623,9.38176640820945E-08,0.389530512643938,1.13030951760991E-12,,,,,,
Chad,,Spain,,0.022565918691657,0.69228256973133,0.070242953041901,0.217470385080943,,,,,,
Chad,,Sri Lanka,,0.079968156821008,0.160156006262452,0.59834336200412,1.7248023172509E-31,,,,,,
Chad,,Sudan,,0.622899334149394,1.04722393623565E-34,0.601909536909144,6.12057125927715E-32,,,,,,
Chad,,Suriname,,0.282310223956997,4.33396416142691E-07,-0.001748594002688,0.975538438604047,,,,,,
Chad,,Swaziland,,0.64177177298728,2.2219385416929E-37,0.398100035081911,3.2345112452527E-13,,,,,,
Chad,,Sweden,,0.017341788221026,0.761034118293958,0.281771673481329,4.56804933939332E-07,,,,,,
Chad,,Switzerland,,-0.02045523272042,0.719793978803909,0.217576119329018,0.000112596130985,,,,,,
Chad,,Syria,,0.624688144173763,5.94949380066351E-35,0.336882236935717,1.15560802736809E-09,,,,,,
Chad,,Taiwan,,0.258745449633476,3.9096590671345E-06,-0.073481621679101,0.196947946911891,,,,,,
Chad,,Tajikistan,,0.417926147961983,1.55277408566007E-14,0.151224384800023,0.00764907381517,,,,,,
Chad,,Tanzania,,0.409303607857032,5.96170327402928E-14,0.573366395403432,1.72323324879986E-28,,,,,,
Chad,,Thailand,,0.399113959853636,2.78273566324199E-13,0.082775376460448,0.145940866205577,,,,,,
Chad,,Timor,,0.345613108409756,3.99192353540462E-10,0.297946143041931,8.96175377572585E-08,,,,,,
Chad,,Togo,,0.384417043969368,2.34431484446412E-12,0.609840288641411,5.82967160083117E-33,,,,,,
Chad,,Trinidad and Tobago,,0.358834479529891,7.48960940125535E-11,0.178810419109723,0.001571863647915,,,,,,
Chad,,Tunisia,,0.234580798814514,3.0207809361815E-05,0.307195267628212,3.37177794470969E-08,,,,,,
Chad,,Turkey,,0.308105143416062,3.05698468440606E-08,0.598515035625512,1.64137550607442E-31,,,,,,
Chad,,Uganda,,0.631626786531062,6.40813640886863E-36,0.601036582204583,7.89687389415815E-32,,,,,,
Chad,,Ukraine,,0.48488459688815,1.09952192658744E-19,0.61095936208357,4.16130676577619E-33,,,,,,
Chad,,United Arab Emirates,,0.532530315578698,4.19301699284783E-24,0.242376623560799,1.59784340609826E-05,,,,,,
Chad,,United Kingdom,,0.10876902809842,0.055745596961246,0.141864915221441,0.012406802893319,,,,,,
Chad,,United States,,0.261716575581875,2.99666069773949E-06,-0.019038834544604,0.738463049466042,,,,,,
Chad,,Uruguay,,0.158037580747602,0.00528964181182,0.548605600321559,9.27669462388421E-26,,,,,,
Chad,,Uzbekistan,,0.215461729155211,0.000131692882981,0.403203760508717,1.50888812440726E-13,,,,,,
Chad,,Vanuatu,,-0.056513249624705,0.321299178984699,0.01205976349307,0.832509647232341,,,,,,
Chad,,Vatican,,0.679675796883374,2.33849978267349E-43,0.453686212456381,3.81843188367114E-17,,,,,,
Chad,,Venezuela,,0.107512930368603,0.058651403495794,0.371796581866969,1.3450332152109E-11,,,,,,
Chad,,Vietnam,,0.068707137430852,0.2277199688787,-0.070708867395379,0.214427297386074,,,,,,
Chad,,Western Sahara,,0.194544377004312,0.000572250407073,0.203987959949668,0.000300168735016,,,,,,
Chad,,Yemen,,0.352125847391227,1.76774164339739E-10,0.202000818318446,0.000344661444014,,,,,,
Chad,,Zambia,,0.674473283912873,1.74692000518828E-42,0.5692646873719,5.06700969952347E-28,,,,,,
Chad,,Zimbabwe,,0.485833038997686,9.11645442272077E-20,0.444785699793539,1.82105236187751E-16,,,,,,
Chile,,China,,-0.103141422758959,0.069755449512203,-0.166230463997389,0.003331013214846,,,,,,
Chile,,Colombia,,0.542211642067403,4.32896884499783E-25,0.816900149433832,1.36578191760726E-75,,,,,,
Chile,,Comoros,,0.013763446510822,0.80927381878073,-0.019635583690433,0.730578045284237,,,,,,
Chile,,Congo,,0.306714748446149,3.55042385909667E-08,0.587461547772858,3.76297630279201E-30,,,,,,
Chile,,Costa Rica,,0.362224367777191,4.81566469769699E-11,0.526434781979116,1.68782166979352E-23,,,,,,
Chile,,Cote d'Ivoire,,0.50115268144367,4.07105180680048E-21,0.721199094329718,4.91211389264442E-51,,,,,,
Chile,,Croatia,,0.675155293268975,1.34525778687861E-42,0.198038032559293,0.000452278347472,,,,,,
Chile,,Cuba,,0.487352037281388,6.74474185301135E-20,0.353798262354592,1.42975037517605E-10,,,,,,
Chile,,Cyprus,,0.523127049541932,3.5517369550498E-23,0.096570543190446,0.089620989229698,,,,,,
Chile,,Czech Republic,,0.734126210436903,1.02049338621301E-53,0.196202423481023,0.000512046511362,,,,,,
Chile,,Democratic Republic of Congo,,0.518931671173963,9.02007984535469E-23,0.6821863690861,8.7296180267881E-44,,,,,,
Chile,,Denmark,,0.661166114194412,2.49344931473671E-40,0.293586686104492,1.40408086232985E-07,,,,,,
Chile,,Djibouti,,0.287991688736858,2.47133348910853E-07,0.543159446430212,3.45237802493582E-25,,,,,,
Chile,,Dominica,,0.218267163778266,0.00010694078172,-0.164819046359527,0.003612626456867,,,,,,
Chile,,Dominican Republic,,0.642991643797429,1.47047182441235E-37,0.866499523832607,6.0496141549148E-95,,,,,,
Chile,,Ecuador,,0.645346357645281,6.5930867999881E-38,0.784984517641021,5.17163087075906E-66,,,,,,
Chile,,Egypt,,0.482656067503887,1.70381831473712E-19,0.744954582120784,4.34430796076516E-56,,,,,,
Chile,,El Salvador,,0.328017347240467,3.28852138515214E-09,0.578821341051449,4.00985955903881E-29,,,,,,
Chile,,Equatorial Guinea,,0.359141196361961,7.19776707394365E-11,0.366259040236126,2.82754863757001E-11,,,,,,
Chile,,Eritrea,,0.212264498072777,0.000166416777669,0.016375505201684,0.773978301943093,,,,,,
Chile,,Estonia,,0.627441109703539,2.47423218285066E-35,0.210325992663563,0.000191465273001,,,,,,
Chile,,Ethiopia,,0.474871154151991,7.67580203060312E-19,0.641762257434094,2.22908832803027E-37,,,,,,
Chile,,Fiji,,0.287573286476807,2.57680248873827E-07,0.110877432474412,0.051136830358553,,,,,,
Chile,,Finland,,0.815787794331066,3.16294698606249E-75,0.339756703645242,8.17353432518299E-10,,,,,,
Chile,,France,,0.78779032089513,8.68244253434244E-67,0.005042570903011,0.929538478757638,,,,,,
Chile,,Gabon,,0.385651605076349,1.96801342209401E-12,0.665374317894708,5.33893384777442E-41,,,,,,
Chile,,Gambia,,0.130078585359365,0.021977371041019,0.305195019321406,4.17759626830213E-08,,,,,,
Chile,,Georgia,,0.683984004291896,4.28478634558217E-44,0.253975117583234,5.95188022023937E-06,,,,,,
Chile,,Germany,,0.644840498201786,7.83766225882383E-38,-0.021516598191559,0.705911975129725,,,,,,
Chile,,Ghana,,0.476245025801431,5.90156683834397E-19,0.64145517484936,2.4724490521773E-37,,,,,,
Chile,,Greece,,0.717744421016691,2.41323821852976E-50,0.144178558974697,0.011035799705341,,,,,,
Chile,,Grenada,,0.186286468742169,0.000982272948264,0.156947698829841,0.005616496593837,,,,,,
Chile,,Guatemala,,0.477295879133102,4.82284698831152E-19,0.696279317242942,2.86219657108944E-46,,,,,,
Chile,,Guinea,,0.315789609821157,1.31823978454766E-08,0.655146170527067,2.16634191445512E-39,,,,,,
Chile,,Guinea-Bissau,,0.124804362157091,0.028011323439939,0.497193544245413,9.22897658021579E-21,,,,,,
Chile,,Guyana,,0.487034980399806,7.18345501664853E-20,0.410501063705038,4.95714249873316E-14,,,,,,
Chile,,Haiti,,0.280929317669781,4.95869380235137E-07,0.593951406577845,6.0702032727003E-31,,,,,,
Chile,,Honduras,,0.527576850186552,1.30298499801346E-23,0.729325199581837,1.0547243468181E-52,,,,,,
Chile,,Hungary,,0.537297460798716,1.38330894028064E-24,0.232538216429076,3.55675540731616E-05,,,,,,
Chile,,Iceland,,0.833910619691853,1.69225511650832E-81,0.172230509361026,0.002342702196352,,,,,,
Chile,,India,,0.588531822919667,2.79313417520172E-30,0.740368384153369,4.53446717273626E-55,,,,,,
Chile,,Indonesia,,0.568282936604908,6.54481634966271E-28,0.878157740130819,1.20488732189207E-100,,,,,,
Chile,,International,,-0.097184010784189,0.087592866217818,0.105660403903946,0.06316443363765,,,,,,
Chile,,Iran,,0.435780870610632,8.448870676971E-16,0.620143481369762,2.48460641388978E-34,,,,,,
Chile,,Iraq,,0.544529665027734,2.48602605821339E-25,0.908547789539278,8.9298589396582E-119,,,,,,
Chile,,Ireland,,0.728676954972424,1.44022086762499E-52,0.363488496375616,4.07897002730107E-11,,,,,,
Chile,,Israel,,0.81435008133504,9.28610371481632E-75,0.558297178738522,8.42551461205256E-27,,,,,,
Chile,,Italy,,0.249282325564566,8.92702398478335E-06,0.087382067853371,0.124724200038875,,,,,,
Chile,,Jamaica,,0.44173669253678,3.07754969719154E-16,0.349783113494475,2.37469959453613E-10,,,,,,
Chile,,Japan,,0.197882505039071,0.000457079342358,0.102966393558532,0.070233556380874,,,,,,
Chile,,Jordan,,0.477327892147384,4.79322889768688E-19,-0.005604338653317,0.921712567861689,,,,,,
