,Friend A,Friend B,Friendliness,Friend 0,Friend 1
5489,,,2.7667123162816706e-06,KGZ,PRT
5490,,,0.0,KGZ,QAT
5491,,,1.1965154793362549e-08,KGZ,ROM
5492,,,0.0005175162284189698,KGZ,RUS
5493,,,0.00021694716805213115,KGZ,RWA
5494,,,1.963511971511826e-09,KGZ,SAU
5495,,,7.21828974014223e-07,KGZ,SER
5496,,,1.0793423595209187e-05,KGZ,SGP
5497,,,9.474731328550084e-10,KGZ,SVK
5498,,,6.355053961535192e-08,KGZ,SVN
5499,,,8.340738277720629e-10,KGZ,SWE
5500,,,4.413821910873212e-10,KGZ,THA
5501,,,4.825988876432497e-07,KGZ,TUN
5502,,,0.00011059302120280056,KGZ,TUR
5503,,,1.831401516309561e-08,KGZ,USA
5504,,,0.0029809782792024186,KGZ,UZB
5505,,,0.0006477240888875198,KGZ,VNM
5506,,,9.360350359195874e-10,KGZ,ZAF
5507,,,1.842023833364392e-05,KHM,KOR
5508,,,1.7467559057565048e-12,KHM,KWT
5509,,,4.996174789934599e-07,KHM,LAO
5510,,,3.325736272867141e-09,KHM,LTU
5511,,,2.2554291696798722e-08,KHM,LUX
5512,,,6.5714763604351e-10,KHM,LVA
5513,,,1.2986628336142658e-07,KHM,MAC
5514,,,7.878440765322562e-10,KHM,MAR
5515,,,3.290500604296108e-13,KHM,MDA
5516,,,4.578373871429987e-10,KHM,MDG
5517,,,1.5566568235789198e-07,KHM,MEX
5518,,,2.8790807302584993e-11,KHM,MKD
5519,,,6.738562132110531e-11,KHM,MLT
5520,,,2.1550878248894755e-07,KHM,MMR
5521,,,2.14218633749763e-09,KHM,MNG
5522,,,2.8467382281012646e-09,KHM,MUS
5523,,,3.1849684244638363e-09,KHM,MWI
5524,,,1.9798727111199137e-05,KHM,MYS
5525,,,1.7357119732810578e-10,KHM,NAM
5526,,,1.6643819366282952e-05,KHM,NGA
5527,,,8.99112963909873e-06,KHM,NIC
5528,,,1.6686821436498995e-06,KHM,NLD
5529,,,9.971627476477654e-09,KHM,NOR
5530,,,2.114990446401272e-07,KHM,NZL
5531,,,9.136916899571292e-06,KHM,OAS
5532,,,6.82273153753604e-08,KHM,PAK
5533,,,2.024402938067608e-08,KHM,PER
5534,,,9.191279627325212e-07,KHM,PHL
5535,,,2.7838917576851486e-07,KHM,POL
5536,,,8.73638332461117e-08,KHM,PRT
5537,,,3.13124146966735e-11,KHM,PRY
5538,,,3.2666705096875744e-10,KHM,QAT
5539,,,6.497286355483447e-09,KHM,ROM
5540,,,1.3837787079165907e-07,KHM,RUS
5541,,,6.2601694525528034e-12,KHM,RWA
5542,,,1.0115686652166376e-09,KHM,SAU
5543,,,2.4607880862109314e-05,KHM,SEN
5544,,,4.67698653748865e-09,KHM,SER
5545,,,0.00010697793231881867,KHM,SGP
5546,,,1.0225926466584154e-09,KHM,SLV
5547,,,5.478011553602328e-06,KHM,SUR
5548,,,6.870509236528238e-09,KHM,SVK
5549,,,3.187675958389394e-08,KHM,SVN
5550,,,2.1175097663047192e-07,KHM,SWE
5551,,,1.9450280142997128e-11,KHM,SWZ
5552,,,5.059116691542601e-08,KHM,SYC
5553,,,0.00011519750361909866,KHM,TGO
5554,,,0.0010180101390674812,KHM,THA
5555,,,9.902552669784002e-11,KHM,TUN
5556,,,2.0962442143227261e-07,KHM,TUR
5557,,,4.277223017122564e-08,KHM,URY
5558,,,0.00010085983843458163,KHM,USA
5559,,,1.7025614039271364e-07,KHM,UZB
5560,,,0.00039474530426057166,KHM,VNM
5561,,,1.1591685170909102e-07,KHM,ZAF
5562,,,1.6270119280001005e-07,KHM,ZMB
5563,,,1.109632927678344e-07,KHM,ZWE
5564,,,5.797895052773266e-07,KOR,KWT
5565,,,1.45705126191299e-07,KOR,LAO
5566,,,2.1262923460791243e-10,KOR,LCA
5567,,,1.3110791719118741e-06,KOR,LTU
5568,,,2.1395258172186342e-07,KOR,LUX
5569,,,7.100138025823259e-07,KOR,LVA
5570,,,2.4011957724103914e-09,KOR,MAC
5571,,,1.109259908915841e-06,KOR,MAR
5572,,,4.643888863310546e-09,KOR,MDA
5573,,,2.5868691142268606e-06,KOR,MDG
5574,,,9.685212607810344e-05,KOR,MEX
5575,,,7.556812935324842e-09,KOR,MKD
5576,,,2.6898489431371383e-05,KOR,MLT
5577,,,3.434775154665073e-05,KOR,MMR
5578,,,1.959762882377597e-06,KOR,MNG
5579,,,2.157907929431598e-07,KOR,MRT
5580,,,3.7162779078527813e-07,KOR,MUS
5581,,,2.4740261911892266e-07,KOR,MWI
5582,,,0.0005582065003376055,KOR,MYS
5583,,,1.851760914575253e-08,KOR,NAM
5584,,,8.024825802855122e-06,KOR,NGA
5585,,,4.973621825285949e-07,KOR,NIC
5586,,,6.646862112512192e-05,KOR,NLD
5587,,,3.715715374513425e-05,KOR,NOR
5588,,,7.447535449866937e-05,KOR,NZL
5589,,,0.0014844029842323947,KOR,OAS
5590,,,1.5955392213994713e-05,KOR,PAK
5591,,,6.772890742903893e-05,KOR,PER
5592,,,0.0007050067615631039,KOR,PHL
5593,,,2.60628456567568e-05,KOR,POL
5594,,,1.5649306143738394e-06,KOR,PRT
5595,,,2.2741422331570363e-06,KOR,PRY
5596,,,0.00010627797249996123,KOR,QAT
5597,,,3.925304566200798e-06,KOR,ROM
5598,,,0.0005496407116377215,KOR,RUS
5599,,,1.4814239759779654e-08,KOR,RWA
5600,,,2.5019491533831553e-05,KOR,SAU
5601,,,1.490674972844865e-06,KOR,SEN
5602,,,7.709263327036857e-08,KOR,SER
5603,,,0.0009176545338414632,KOR,SGP
5604,,,1.4807127083158378e-06,KOR,SLV
5605,,,1.5004045698780452e-06,KOR,STP
5606,,,1.6788232945861276e-08,KOR,SUR
5607,,,1.8856072120683598e-05,KOR,SVK
5608,,,6.666309015891626e-06,KOR,SVN
5609,,,1.7950174368870355e-05,KOR,SWE
5610,,,1.3816750901861234e-10,KOR,SWZ
5611,,,1.8257733755245894e-08,KOR,SYC
5612,,,2.9931880455120167e-07,KOR,TGO
5613,,,0.0002787877452739754,KOR,THA
5614,,,2.98651807500162e-07,KOR,TUN
5615,,,5.0999783754124234e-05,KOR,TUR
5616,,,2.4933093468254367e-07,KOR,URY
5617,,,0.005235274561181954,KOR,USA
5618,,,5.365414621179609e-06,KOR,UZB
5619,,,2.355814287686257e-06,KOR,VCT
5620,,,0.0066254181932657984,KOR,VNM
5621,,,5.688823024873744e-07,KOR,WSM
5622,,,0.0,KOR,YEM
5623,,,2.6341758634211153e-05,KOR,ZAF
5624,,,3.818940320393929e-10,KOR,ZMB
5625,,,3.3304485124253857e-10,KOR,ZWE
5626,,,2.651526765326148e-08,KWT,LAO
5627,,,2.7858233680605623e-09,KWT,LTU
5628,,,5.203923959877099e-10,KWT,LUX
5629,,,1.3435637311872025e-10,KWT,LVA
5630,,,0.0,KWT,MAC
5631,,,3.8078708077025165e-08,KWT,MAR
5632,,,0.00016216560391980653,KWT,MDA
5633,,,8.356834541921395e-12,KWT,MDG
5634,,,4.475959875772997e-11,KWT,MEX
5635,,,7.335128214386814e-14,KWT,MKD
5636,,,5.3086840218358026e-11,KWT,MLT
5637,,,9.394434565685148e-09,KWT,MMR
5638,,,6.96686465863511e-13,KWT,MNG
5639,,,5.197474848171208e-06,KWT,MRT
5640,,,1.0153506867560966e-09,KWT,MUS
5641,,,5.287365011963675e-12,KWT,MWI
5642,,,2.6837139299194015e-07,KWT,MYS
5643,,,4.556816705256865e-05,KWT,NAM
5644,,,2.422313628263726e-08,KWT,NGA
5645,,,7.375880084667899e-14,KWT,NIC
5646,,,1.1157415917202916e-07,KWT,NLD
5647,,,3.264622792630388e-11,KWT,NOR
5648,,,9.84396942531182e-10,KWT,NZL
5649,,,1.6880953189077898e-07,KWT,OAS
5650,,,1.3007978168628957e-05,KWT,PAK
5651,,,2.879561563465552e-12,KWT,PER
5652,,,2.710709266096401e-08,KWT,PHL
5653,,,8.754551281382023e-09,KWT,POL
5654,,,8.404669631213976e-08,KWT,PRT
5655,,,0.002703058692066906,KWT,PRY
5656,,,3.307675039359334e-05,KWT,QAT
5657,,,9.473627304175658e-11,KWT,ROM
5658,,,1.7422892228987056e-09,KWT,RUS
5659,,,2.080222732612714e-13,KWT,RWA
5660,,,4.1931214098986345e-05,KWT,SAU
5661,,,4.099430234458233e-11,KWT,SEN
5662,,,0.00018571980793797983,KWT,SER
5663,,,3.313036072099856e-08,KWT,SGP
5664,,,3.782399960453057e-06,KWT,SLV
5665,,,0.0,KWT,SUR
5666,,,2.4130952628850643e-11,KWT,SVK
5667,,,1.956811434249126e-08,KWT,SVN
5668,,,2.3039560982695704e-09,KWT,SWE
5669,,,1.6938350101766203e-13,KWT,SWZ
5670,,,1.4389698131892736e-08,KWT,TGO
5671,,,2.5494561122415044e-07,KWT,THA
5672,,,2.514461828905404e-08,KWT,TUN
5673,,,3.903525642121605e-06,KWT,TUR
5674,,,5.317803072525416e-05,KWT,URY
5675,,,6.088972969194884e-07,KWT,USA
5676,,,6.111076570319735e-14,KWT,UZB
5677,,,2.2661903143689997e-07,KWT,VNM
5678,,,8.224482887650401e-05,KWT,YEM
5679,,,2.6764804633270418e-08,KWT,ZAF
5680,,,4.153869945235144e-15,KWT,ZWE
5681,,,5.096231258955655e-06,LAO,LTU
5682,,,8.608749704711678e-06,LAO,LUX
5683,,,7.768201702581259e-06,LAO,LVA
5684,,,0.0006444498864859545,LAO,MDA
5685,,,0.00013168537431083074,LAO,MDG
5686,,,6.946879593252425e-11,LAO,MEX
5687,,,1.564113393601109e-07,LAO,MLT
5688,,,8.233020962797004e-09,LAO,MMR
5689,,,9.456692071679996e-12,LAO,MNG
5690,,,1.0344450333260698e-06,LAO,MUS
5691,,,0.0006804447523232896,LAO,MWI
5692,,,1.0177113535862121e-07,LAO,MYS
5693,,,1.3640745525671957e-08,LAO,NAM
5694,,,1.657416112350022e-06,LAO,NGA
5695,,,7.58645746795502e-07,LAO,NIC
5696,,,1.9600713877507544e-08,LAO,NLD
5697,,,2.4746188393375324e-12,LAO,NOR
5698,,,1.4034786277851171e-10,LAO,NZL
5699,,,2.1754369581287586e-08,LAO,OAS
5700,,,6.592110787465139e-11,LAO,PAK
5701,,,5.204146048711395e-06,LAO,PER
5702,,,9.799527741704253e-10,LAO,PHL
5703,,,4.237284299589393e-09,LAO,POL
5704,,,5.950197370870287e-09,LAO,PRT
5705,,,4.4090681801582665e-06,LAO,QAT
5706,,,3.818587053069443e-06,LAO,ROM
5707,,,5.668020806073577e-09,LAO,RUS
5708,,,2.0693582418805557e-14,LAO,SAU
5709,,,8.89926480722836e-07,LAO,SEN
5710,,,3.540549707799769e-12,LAO,SER
5711,,,4.033051084863306e-07,LAO,SGP
5712,,,5.211308710705882e-06,LAO,SVK
5713,,,7.462543615700204e-11,LAO,SVN
5714,,,2.866966399632339e-08,LAO,SWE
5715,,,0.00043575427171767527,LAO,SWZ
5716,,,0.007145400578439686,LAO,THA
5717,,,4.277138569297147e-08,LAO,TUR
5718,,,0.0001532247565679973,LAO,URY
5719,,,6.191978888420877e-08,LAO,USA
5720,,,0.00024093036889797753,LAO,VNM
5721,,,6.43211972342296e-05,LAO,YEM
5722,,,1.8969704021086537e-10,LAO,ZAF
5723,,,4.70020019514781e-05,LAO,ZMB
5724,,,5.531871539390868e-06,LAO,ZWE
5725,,,3.269697620820983e-06,LCA,LTU
5726,,,3.418639535184808e-10,LCA,LUX
5727,,,1.9352633442170547e-06,LCA,MAR
5728,,,7.830938912712793e-05,LCA,MDG
5729,,,8.625554531269549e-09,LCA,MEX
5730,,,8.020131764595563e-06,LCA,MLT
5731,,,9.36329973750939e-06,LCA,MUS
5732,,,4.1128880844079795e-07,LCA,MWI
5733,,,2.7588799137580206e-06,LCA,MYS
5734,,,2.3895879770410362e-05,LCA,NGA
5735,,,7.087120103249809e-08,LCA,NLD
5736,,,2.134838537409224e-06,LCA,NOR
5737,,,1.0259244429074187e-08,LCA,NZL
5738,,,9.050372382895155e-09,LCA,OAS
5739,,,2.600892093218868e-10,LCA,PAK
5740,,,5.769383748208444e-05,LCA,PER
5741,,,4.507934894026873e-07,LCA,POL
5742,,,4.215655005722741e-06,LCA,PRT
5743,,,3.104202281706923e-05,LCA,PRY
5744,,,8.952279486956943e-08,LCA,ROM
5745,,,1.0863116703152646e-12,LCA,RUS
5746,,,0.00030613254234269704,LCA,SAU
5747,,,2.5493518813191065e-06,LCA,SGP
5748,,,6.369002922732632e-06,LCA,SLV
5749,,,2.6745449675229854e-07,LCA,SUR
5750,,,1.3198173687555235e-11,LCA,SVK
5751,,,8.796635212007311e-07,LCA,SVN
5752,,,1.3527779749538677e-06,LCA,SWE
5753,,,1.5137550924895437e-08,LCA,THA
5754,,,1.6653418046749437e-05,LCA,TUR
5755,,,6.536567830780012e-07,LCA,URY
5756,,,0.00020211961685808564,LCA,USA
5757,,,0.0034659463459679133,LCA,VCT
5758,,,2.325072754359726e-06,LCA,ZAF
5759,,,9.604442709942613e-07,LTU,LUX
5760,,,0.016338492532945583,LTU,LVA
5761,,,5.8725027762511165e-06,LTU,MAC
5762,,,1.1800221832297687e-06,LTU,MAR
5763,,,2.9760224424188174e-06,LTU,MDA
5764,,,4.686190188526551e-10,LTU,MDG
5765,,,5.480597714394089e-09,LTU,MEX
5766,,,7.089759632287408e-08,LTU,MKD
5767,,,1.6297623697715619e-07,LTU,MLT
5768,,,6.230592447687692e-09,LTU,MMR
5769,,,2.1667385450222404e-12,LTU,MNG
5770,,,4.068510071310261e-08,LTU,MRT
5771,,,2.238656313305471e-08,LTU,MUS
5772,,,3.249810719353803e-09,LTU,MWI
5773,,,9.170103638561577e-08,LTU,MYS
5774,,,3.9759994758489766e-09,LTU,NAM
5775,,,3.8748136015108806e-08,LTU,NGA
5776,,,2.295439181137545e-09,LTU,NIC
5777,,,8.545365887304705e-05,LTU,NLD
5778,,,0.0001784157856624938,LTU,NOR
5779,,,1.1332117261159456e-07,LTU,NZL
5780,,,2.423588465604938e-07,LTU,OAS
5781,,,5.819003328560586e-07,LTU,PAK
5782,,,2.510939467615997e-08,LTU,PER
5783,,,1.7252785521942023e-08,LTU,PHL
5784,,,0.0011853930136888951,LTU,POL
5785,,,3.2146223475540154e-06,LTU,PRT
5786,,,7.721479005941065e-10,LTU,PRY
5787,,,2.6967540826700976e-08,LTU,QAT
5788,,,5.576674519158408e-06,LTU,ROM
5789,,,0.0011412842130399145,LTU,RUS
5790,,,0.0001652585953962591,LTU,RWA
5791,,,1.7420890996258334e-07,LTU,SAU
5792,,,8.125575502040624e-05,LTU,SEN
5793,,,2.0510265440777933e-06,LTU,SER
5794,,,3.379764778242269e-07,LTU,SGP
5795,,,6.406215838950605e-06,LTU,SLV
5796,,,3.0244242973139716e-06,LTU,SUR
5797,,,7.797912803146893e-06,LTU,SVK
5798,,,4.1888314771620605e-06,LTU,SVN
5799,,,0.00031861131110345523,LTU,SWE
5800,,,6.328661083725356e-08,LTU,SWZ
5801,,,5.041553143441351e-09,LTU,SYC
5802,,,0.00010058951297908598,LTU,TGO
5803,,,7.093494574612826e-08,LTU,THA
5804,,,1.9380440549757973e-08,LTU,TUN
5805,,,1.1542334501152677e-05,LTU,TUR
5806,,,3.22242228264692e-09,LTU,URY
5807,,,2.291339513316281e-05,LTU,USA
5808,,,8.63931316035268e-06,LTU,UZB
5809,,,3.873152649323965e-06,LTU,VCT
5810,,,2.782760424830757e-07,LTU,VNM
5811,,,2.950365689941932e-05,LTU,YEM
5812,,,2.5683284895640947e-06,LTU,ZAF
5813,,,7.073484798771727e-14,LTU,ZMB
5814,,,8.747699779088496e-06,LTU,ZWE
5815,,,3.383645913151178e-07,LUX,LVA
5816,,,2.303034895667949e-05,LUX,MAC
5817,,,1.716009911739016e-07,LUX,MAR
5818,,,1.2561735427288284e-09,LUX,MDA
5819,,,2.6117831537499526e-10,LUX,MDG
5820,,,2.022984421712344e-07,LUX,MEX
5821,,,3.256554064459416e-08,LUX,MKD
5822,,,3.5692898034292315e-08,LUX,MLT
5823,,,1.2696566517966749e-09,LUX,MMR
5824,,,4.1444648648862156e-11,LUX,MNG
5825,,,2.8166979610806945e-12,LUX,MRT
5826,,,5.197252808796069e-10,LUX,MUS
5827,,,1.288143376857635e-06,LUX,MWI
5828,,,9.688985887654916e-08,LUX,MYS
5829,,,3.470890303377721e-11,LUX,NAM
5830,,,0.0018876442104825274,LUX,NGA
5831,,,9.856044472937683e-12,LUX,NIC
5832,,,0.00015464165566368002,LUX,NLD
5833,,,1.9392170124776405e-06,LUX,NOR
5834,,,4.596336897006579e-09,LUX,NZL
5835,,,7.391463335133017e-08,LUX,OAS
5836,,,6.515578194720762e-09,LUX,PAK
5837,,,2.329376635014061e-10,LUX,PER
5838,,,2.862940714648119e-08,LUX,PHL
5839,,,4.32699017640394e-05,LUX,POL
5840,,,1.1299536474682645e-05,LUX,PRT
5841,,,7.358816707922889e-10,LUX,PRY
5842,,,0.0,LUX,QAT
5843,,,2.4467791188277645e-06,LUX,ROM
5844,,,1.4512369773169203e-06,LUX,RUS
5845,,,5.293432464155378e-09,LUX,RWA
5846,,,5.885247996628422e-08,LUX,SAU
5847,,,0.00018599928864661383,LUX,SEN
5848,,,5.978857380970945e-07,LUX,SER
5849,,,6.452029816759946e-07,LUX,SGP
5850,,,3.8376253839238735e-13,LUX,SLV
5851,,,7.466308744843619e-08,LUX,STP
5852,,,2.2810051825032184e-05,LUX,SUR
5853,,,5.192982939380561e-06,LUX,SVK
5854,,,1.6951761415871123e-06,LUX,SVN
5855,,,9.699128293634381e-06,LUX,SWE
5856,,,2.5071618623138336e-06,LUX,SYC
5857,,,9.208761966811034e-05,LUX,TGO
5858,,,3.411198194543957e-08,LUX,THA
5859,,,8.094208872068742e-08,LUX,TUN
5860,,,4.335438397646201e-06,LUX,TUR
5861,,,2.0369893355784743e-10,LUX,URY
5862,,,3.7816788883342045e-05,LUX,USA
5863,,,0.0007630190803153399,LUX,UZB
5864,,,1.1951563815006086e-06,LUX,VCT
5865,,,7.458369664139563e-07,LUX,VNM
5866,,,4.487436162185914e-05,LUX,YEM
5867,,,1.9539831827818137e-07,LUX,ZAF
5868,,,1.8504553613994222e-07,LUX,ZMB
5869,,,9.09344441801018e-06,LUX,ZWE
5870,,,9.96117442918558e-05,LVA,MAC
5871,,,1.6840987229718602e-08,LVA,MAR
5872,,,5.125428351312353e-06,LVA,MDA
5873,,,2.883816125663106e-09,LVA,MDG
5874,,,4.8702326343372036e-08,LVA,MEX
5875,,,7.800549141003298e-08,LVA,MKD
5876,,,1.4186052949083676e-07,LVA,MLT
5877,,,6.235969344692618e-10,LVA,MMR
5878,,,0.00016968649154792476,LVA,MNG
5879,,,5.001518473565069e-08,LVA,MRT
5880,,,1.7132786830018651e-09,LVA,MUS
5881,,,2.2183826674837587e-05,LVA,MWI
5882,,,8.382756445377317e-08,LVA,MYS
5883,,,7.7713913469895e-12,LVA,NAM
5884,,,1.3279856739433099e-08,LVA,NGA
5885,,,4.640991542951979e-10,LVA,NIC
5886,,,3.1287551040266985e-05,LVA,NLD
5887,,,2.814009397400302e-05,LVA,NOR
5888,,,1.6300661221627548e-07,LVA,NZL
5889,,,1.6758479419915136e-07,LVA,OAS
5890,,,1.1675643791734712e-06,LVA,PAK
5891,,,1.9112232473429757e-08,LVA,PER
5892,,,3.87137430771007e-09,LVA,PHL
5893,,,0.00021872734548228787,LVA,POL
5894,,,1.7013878316947817e-06,LVA,PRT
5895,,,2.120481226612279e-09,LVA,PRY
5896,,,6.864626164399081e-11,LVA,QAT
5897,,,2.637900370022015e-06,LVA,ROM
5898,,,0.0011059438131310704,LVA,RUS
5899,,,5.340600600605019e-05,LVA,RWA
5900,,,5.99911735210562e-09,LVA,SAU
5901,,,0.00018947883509177736,LVA,SEN
5902,,,5.14651535058755e-07,LVA,SER
5903,,,8.47319049608836e-08,LVA,SGP
5904,,,2.1381520423860833e-05,LVA,SLV
5905,,,2.053699117115033e-07,LVA,STP
5906,,,1.2636652238553144e-05,LVA,SUR
5907,,,9.149809385503776e-06,LVA,SVK
5908,,,1.5587797520768848e-06,LVA,SVN
5909,,,0.0002266575289887907,LVA,SWE
5910,,,1.2205077786405785e-05,LVA,SYC
5911,,,1.399490712812832e-09,LVA,TGO
5912,,,2.6375910578424743e-07,LVA,THA
5913,,,5.2234343166089555e-09,LVA,TUN
5914,,,8.614104970869371e-06,LVA,TUR
5915,,,4.899435987560127e-09,LVA,URY
5916,,,4.546762355600503e-06,LVA,USA
5917,,,9.507858617823078e-06,LVA,UZB
5918,,,2.8803008985975994e-06,LVA,VCT
5919,,,5.431179209861376e-07,LVA,VNM
5920,,,2.3286816072587108e-05,LVA,YEM
5921,,,1.1248698991969252e-06,LVA,ZAF
5922,,,4.7728920139906055e-12,LVA,ZMB
5923,,,3.971405559629598e-05,LVA,ZWE
5924,,,9.127178885071821e-07,MAC,MAR
5925,,,1.9004694081898388e-11,MAC,MEX
5926,,,1.2379689023402945e-06,MAC,MKD
5927,,,0.00015607196537378322,MAC,MLT
5928,,,8.837944390565998e-08,MAC,MMR
5929,,,2.387963864412221e-05,MAC,MUS
5930,,,5.7528986185749886e-08,MAC,MYS
5931,,,0.0008532405157936548,MAC,NGA
5932,,,4.390472598142268e-06,MAC,NIC
5933,,,9.402769755553886e-07,MAC,NLD
5934,,,4.049115446984064e-06,MAC,NOR
5935,,,0.0,MAC,NZL
5936,,,8.09684536493484e-07,MAC,OAS
5937,,,1.5210333966014897e-06,MAC,PAK
5938,,,1.9496412157242774e-07,MAC,PER
5939,,,1.0508667591348191e-07,MAC,PHL
5940,,,9.997035184038223e-05,MAC,POL
5941,,,0.0,MAC,PRT
5942,,,5.006989218142908e-06,MAC,ROM
5943,,,7.004353369731457e-08,MAC,RUS
5944,,,1.6334369466078374e-05,MAC,RWA
5945,,,1.902502317604512e-06,MAC,SEN
5946,,,2.4556553179094017e-06,MAC,SER
5947,,,2.1562393849270441e-07,MAC,SGP
5948,,,1.477036490645554e-06,MAC,SVK
5949,,,0.0,MAC,SVN
5950,,,2.840695488316217e-05,MAC,SWE
5951,,,4.509780293248138e-08,MAC,THA
5952,,,8.408609764609414e-06,MAC,TUN
5953,,,9.879646162140746e-05,MAC,TUR
5954,,,9.942250182459852e-05,MAC,USA
5955,,,0.007317458189881968,MAC,VNM
5956,,,8.204702671219374e-06,MAC,ZAF
5957,,,1.1347156523121273e-11,MAR,MDA
5958,,,3.6441930259783017e-06,MAR,MDG
5959,,,1.1311888679192286e-06,MAR,MEX
5960,,,4.809126727902153e-10,MAR,MKD
5961,,,8.562890168347782e-07,MAR,MLT
5962,,,7.725713138998488e-10,MAR,MMR
5963,,,1.3786213090547662e-10,MAR,MNG
5964,,,3.3705877909030315e-06,MAR,MRT
5965,,,5.8027721171158674e-09,MAR,MUS
5966,,,1.2426013508864538e-10,MAR,MWI
5967,,,1.446358568443734e-07,MAR,MYS
5968,,,0.0,MAR,NAM
5969,,,4.290239711497329e-07,MAR,NGA
5970,,,1.2035477540398475e-10,MAR,NIC
5971,,,5.495322784360197e-05,MAR,NLD
5972,,,3.286358565138656e-06,MAR,NOR
5973,,,2.162200265548033e-07,MAR,NZL
5974,,,1.3361326500904843e-07,MAR,OAS
5975,,,1.3142623453209313e-05,MAR,PAK
5976,,,1.8876298687041014e-07,MAR,PER
5977,,,2.445408905877715e-09,MAR,PHL
5978,,,1.1663655229370363e-05,MAR,POL
5979,,,0.00017794718614500666,MAR,PRT
5980,,,1.6714029280171057e-09,MAR,PRY
5981,,,8.644018328386781e-07,MAR,QAT
5982,,,4.077754259675238e-05,MAR,ROM
5983,,,1.750821680522985e-05,MAR,RUS
5984,,,7.0685395335658485e-09,MAR,RWA
5985,,,4.680215897124792e-06,MAR,SAU
5986,,,2.2304712445142556e-05,MAR,SEN
5987,,,1.5603707309250045e-07,MAR,SER
5988,,,5.458685001402262e-06,MAR,SGP
5989,,,1.4901072418045207e-11,MAR,SLV
5990,,,2.568348858110989e-06,MAR,STP
5991,,,1.3912401108364478e-05,MAR,SUR
5992,,,6.242889106735757e-06,MAR,SVK
5993,,,1.2523619144475307e-06,MAR,SVN
5994,,,8.56726240685491e-06,MAR,SWE
5995,,,3.978069733127462e-06,MAR,SWZ
5996,,,8.983960172243081e-09,MAR,SYC
5997,,,1.501445887287551e-05,MAR,TGO
5998,,,2.7613258084701025e-07,MAR,THA
5999,,,4.602547516241353e-05,MAR,TUN
6000,,,0.0002826642438770989,MAR,TUR
6001,,,1.7186478334261283e-07,MAR,URY
6002,,,9.739413054622457e-05,MAR,USA
6003,,,3.668311234934765e-10,MAR,UZB
6004,,,1.6273983630704862e-06,MAR,VCT
6005,,,1.6652207754928589e-07,MAR,VNM
6006,,,0.00011611157258151345,MAR,YEM
6007,,,1.1588121035827659e-06,MAR,ZAF
6008,,,8.784175738965055e-11,MAR,ZMB
6009,,,9.92022677527218e-11,MAR,ZWE
6010,,,1.331686370589205e-13,MDA,MEX
6011,,,2.4340559973513085e-07,MDA,MKD
6012,,,3.1200083966738486e-12,MDA,MLT
6013,,,0.0008232999093579355,MDA,MMR
6014,,,1.4299193477584954e-08,MDA,MNG
6015,,,2.660991268107711e-06,MDA,MUS
6016,,,1.2599091353249446e-08,MDA,MYS
6017,,,1.9670698406126432e-05,MDA,NAM
6018,,,0.0008194167734159027,MDA,NGA
6019,,,1.5969492970045322e-07,MDA,NIC
6020,,,2.0851725095700727e-06,MDA,NLD
6021,,,2.357167985414851e-09,MDA,NOR
6022,,,1.894142993284941e-10,MDA,NZL
6023,,,5.8462651313760356e-08,MDA,OAS
6024,,,2.5053669176004164e-09,MDA,PAK
6025,,,3.9953121244178526e-07,MDA,PER
6026,,,6.357181893968186e-10,MDA,PHL
6027,,,4.2081772249035694e-05,MDA,POL
6028,,,5.633611290027502e-07,MDA,PRT
6029,,,0.0,MDA,PRY
6030,,,5.869600835375709e-10,MDA,QAT
6031,,,0.004783838349710259,MDA,ROM
6032,,,0.00025969709128299313,MDA,RUS
6033,,,0.0015351637790726848,MDA,SAU
6034,,,0.0002211630389220442,MDA,SEN
6035,,,2.662450943141151e-06,MDA,SER
6036,,,9.320491827554999e-10,MDA,SGP
6037,,,3.230519539176988e-07,MDA,SLV
6038,,,1.442366653077612e-06,MDA,SVK
6039,,,1.7124195185942556e-08,MDA,SVN
6040,,,1.862957215010212e-08,MDA,SWE
6041,,,4.2536770900767584e-09,MDA,SWZ
6042,,,1.1590908964242544e-10,MDA,SYC
6043,,,8.754451637781765e-06,MDA,TGO
6044,,,7.57873355634717e-10,MDA,THA
6045,,,2.1237107097618794e-10,MDA,TUN
6046,,,0.0001378506079346958,MDA,TUR
6047,,,4.967768205051014e-10,MDA,URY
6048,,,1.4658534417695197e-07,MDA,USA
6049,,,8.354936450516055e-07,MDA,UZB
6050,,,0.0002039467228890807,MDA,VCT
6051,,,0.0007589986422935809,MDA,VNM
6052,,,2.8534065836777262e-06,MDA,WSM
6053,,,3.844339624447912e-05,MDA,YEM
6054,,,1.0963976836374886e-09,MDA,ZAF
6055,,,2.2026296435407004e-07,MDA,ZMB
6056,,,0.0,MDA,ZWE
6057,,,8.322071309650365e-11,MDG,MEX
6058,,,3.389802663231478e-06,MDG,MKD
6059,,,7.368447859592535e-10,MDG,MLT
6060,,,5.966370767390512e-07,MDG,MMR
6061,,,1.9534753637336415e-05,MDG,MRT
6062,,,0.0010806415637557543,MDG,MUS
6063,,,1.5296860225046043e-08,MDG,MWI
6064,,,4.2296071843266346e-07,MDG,MYS
6065,,,1.9035457979828163e-09,MDG,NAM
6066,,,8.014310938481011e-05,MDG,NGA
6067,,,4.065795284539664e-06,MDG,NLD
6068,,,1.3577675428032093e-10,MDG,NOR
