,Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD
1,S4,ABW, Total,Aruba,COL,Colombia,2018,Export,6,14632.45
3,S4,ABW, Total,Aruba,CUW,Cura�ao,2018,Export,6,527.122
7,S4,ABW, Total,Aruba,NLD,Netherlands,2018,Export,6,2812.15
10,S4,ABW, Total,Aruba,UNS,Unspecified,2018,Export,6,36429.828
12,S4,ABW, Total,Aruba,USA,United States,2018,Export,6,12519.25
14,S4,ABW, Total,Aruba,VEN,Venezuela,2018,Export,6,2841.938
16,S4,ABW, Total,Aruba,WLD, World,2018,Export,6,69762.73700000001
18,S4,AFG, Total,Afghanistan,ARE,United Arab Emirates,2018,Export,6,14265.354
19,S4,AFG, Total,Afghanistan,AUS,Australia,2018,Export,6,764.752
20,S4,AFG, Total,Afghanistan,AUT,Austria,2018,Export,6,104.413
21,S4,AFG, Total,Afghanistan,AZE,Azerbaijan,2018,Export,6,13.72
22,S4,AFG, Total,Afghanistan,BEL,Belgium,2018,Export,6,25.717
23,S4,AFG, Total,Afghanistan,BHR,Bahrain,2018,Export,6,25.862
24,S4,AFG, Total,Afghanistan,BLR,Belarus,2018,Export,6,34.055
25,S4,AFG, Total,Afghanistan,CAN,Canada,2018,Export,6,1321.6129999999998
26,S4,AFG, Total,Afghanistan,CHE,Switzerland,2018,Export,6,4.412
27,S4,AFG, Total,Afghanistan,CHN,China,2018,Export,6,28407.584
28,S4,AFG, Total,Afghanistan,COL,Colombia,2018,Export,6,0.0
29,S4,AFG, Total,Afghanistan,CZE,Czech Republic,2018,Export,6,7.327000000000001
30,S4,AFG, Total,Afghanistan,DEU,Germany,2018,Export,6,5340.071999999999
31,S4,AFG, Total,Afghanistan,DNK,Denmark,2018,Export,6,5.581
32,S4,AFG, Total,Afghanistan,EGY,"Egypt, Arab Rep.",2018,Export,6,1.065
33,S4,AFG, Total,Afghanistan,ESP,Spain,2018,Export,6,51.17
34,S4,AFG, Total,Afghanistan,FIN,Finland,2018,Export,6,1228.017
35,S4,AFG, Total,Afghanistan,FRA,France,2018,Export,6,534.9209999999999
36,S4,AFG, Total,Afghanistan,GBR,United Kingdom,2018,Export,6,1540.3770000000002
37,S4,AFG, Total,Afghanistan,HKG,"Hong Kong, China",2018,Export,6,941.7239999999999
38,S4,AFG, Total,Afghanistan,HUN,Hungary,2018,Export,6,10.144
39,S4,AFG, Total,Afghanistan,IDN,Indonesia,2018,Export,6,54.028999999999996
40,S4,AFG, Total,Afghanistan,IND,India,2018,Export,6,359437.85799999995
41,S4,AFG, Total,Afghanistan,IRN,"Iran, Islamic Rep.",2018,Export,6,19508.634
42,S4,AFG, Total,Afghanistan,IRQ,Iraq,2018,Export,6,13190.08
43,S4,AFG, Total,Afghanistan,ITA,Italy,2018,Export,6,279.918
44,S4,AFG, Total,Afghanistan,JOR,Jordan,2018,Export,6,2796.4809999999998
45,S4,AFG, Total,Afghanistan,JPN,Japan,2018,Export,6,162.889
46,S4,AFG, Total,Afghanistan,KAZ,Kazakhstan,2018,Export,6,4442.887
47,S4,AFG, Total,Afghanistan,KGZ,Kyrgyz Republic,2018,Export,6,15.110999999999999
48,S4,AFG, Total,Afghanistan,KWT,Kuwait,2018,Export,6,87.853
49,S4,AFG, Total,Afghanistan,LBN,Lebanon,2018,Export,6,1396.109
50,S4,AFG, Total,Afghanistan,MMR,Myanmar,2018,Export,6,374.222
51,S4,AFG, Total,Afghanistan,MYS,Malaysia,2018,Export,6,511.76199999999994
52,S4,AFG, Total,Afghanistan,NLD,Netherlands,2018,Export,6,255.375
53,S4,AFG, Total,Afghanistan,NOR,Norway,2018,Export,6,0.335
54,S4,AFG, Total,Afghanistan,NZL,New Zealand,2018,Export,6,141.134
55,S4,AFG, Total,Afghanistan,OMN,Oman,2018,Export,6,1.256
56,S4,AFG, Total,Afghanistan,PAK,Pakistan,2018,Export,6,378244.208
57,S4,AFG, Total,Afghanistan,POL,Poland,2018,Export,6,414.889
58,S4,AFG, Total,Afghanistan,PRT,Portugal,2018,Export,6,13.305
59,S4,AFG, Total,Afghanistan,QAT,Qatar,2018,Export,6,10.765
60,S4,AFG, Total,Afghanistan,ROM,Romania,2018,Export,6,298.842
61,S4,AFG, Total,Afghanistan,RUS,Russian Federation,2018,Export,6,1665.685
62,S4,AFG, Total,Afghanistan,SAU,Saudi Arabia,2018,Export,6,6604.191999999999
63,S4,AFG, Total,Afghanistan,SGP,Singapore,2018,Export,6,60.31
64,S4,AFG, Total,Afghanistan,SVK,Slovak Republic,2018,Export,6,0.0
65,S4,AFG, Total,Afghanistan,SWE,Sweden,2018,Export,6,106.23299999999999
66,S4,AFG, Total,Afghanistan,SWZ,Eswatini,2018,Export,6,0.105
67,S4,AFG, Total,Afghanistan,THA,Thailand,2018,Export,6,32.621
68,S4,AFG, Total,Afghanistan,TJK,Tajikistan,2018,Export,6,3449.0170000000003
69,S4,AFG, Total,Afghanistan,TKM,Turkmenistan,2018,Export,6,893.43
70,S4,AFG, Total,Afghanistan,TUN,Tunisia,2018,Export,6,4.027
71,S4,AFG, Total,Afghanistan,TUR,Turkey,2018,Export,6,21007.467
72,S4,AFG, Total,Afghanistan,UGA,Uganda,2018,Export,6,17.387999999999998
73,S4,AFG, Total,Afghanistan,UKR,Ukraine,2018,Export,6,177.83700000000002
74,S4,AFG, Total,Afghanistan,UNS,Unspecified,2018,Export,6,60.365
75,S4,AFG, Total,Afghanistan,USA,United States,2018,Export,6,1752.132
76,S4,AFG, Total,Afghanistan,UZB,Uzbekistan,2018,Export,6,2218.409
77,S4,AFG, Total,Afghanistan,VNM,Vietnam,2018,Export,6,899.942
78,S4,AFG, Total,Afghanistan,WLD, World,2018,Export,6,875241.3990000001
79,S4,AFG, Total,Afghanistan,YEM,Yemen,2018,Export,6,26.415
80,S4,AFG, Total,Afghanistan,ZAF,South Africa,2018,Export,6,0.0
81,S4,AGO, Total,Angola,AFG,Afghanistan,2018,Export,6,19.352999999999998
82,S4,AGO, Total,Angola,ALB,Albania,2018,Export,6,2.38
83,S4,AGO, Total,Angola,AND,Andorra,2018,Export,6,0.326
84,S4,AGO, Total,Angola,ARE,United Arab Emirates,2018,Export,6,884725.078
85,S4,AGO, Total,Angola,ARG,Argentina,2018,Export,6,61.361999999999995
86,S4,AGO, Total,Angola,ARM,Armenia,2018,Export,6,60.105
87,S4,AGO, Total,Angola,ASM,American Samoa,2018,Export,6,12.007
88,S4,AGO, Total,Angola,ATG,Antigua and Barbuda,2018,Export,6,422.006
89,S4,AGO, Total,Angola,AUS,Australia,2018,Export,6,40220.092000000004
90,S4,AGO, Total,Angola,AUT,Austria,2018,Export,6,433.699
91,S4,AGO, Total,Angola,AZE,Azerbaijan,2018,Export,6,600.371
92,S4,AGO, Total,Angola,BEL,Belgium,2018,Export,6,67763.201
93,S4,AGO, Total,Angola,BEN,Benin,2018,Export,6,804.4780000000001
94,S4,AGO, Total,Angola,BFA,Burkina Faso,2018,Export,6,27.223000000000003
95,S4,AGO, Total,Angola,BGD,Bangladesh,2018,Export,6,55.22
96,S4,AGO, Total,Angola,BGR,Bulgaria,2018,Export,6,8.435
97,S4,AGO, Total,Angola,BHR,Bahrain,2018,Export,6,1.9580000000000002
98,S4,AGO, Total,Angola,BHS,"Bahamas, The",2018,Export,6,7322.893
99,S4,AGO, Total,Angola,BLR,Belarus,2018,Export,6,54.31
100,S4,AGO, Total,Angola,BLZ,Belize,2018,Export,6,452.07800000000003
101,S4,AGO, Total,Angola,BOL,Bolivia,2018,Export,6,308.752
102,S4,AGO, Total,Angola,BRA,Brazil,2018,Export,6,141486.749
103,S4,AGO, Total,Angola,BWA,Botswana,2018,Export,6,16.917
104,S4,AGO, Total,Angola,CAF,Central African Republic,2018,Export,6,1.439
105,S4,AGO, Total,Angola,CAN,Canada,2018,Export,6,647164.297
106,S4,AGO, Total,Angola,CHE,Switzerland,2018,Export,6,68768.996
107,S4,AGO, Total,Angola,CHL,Chile,2018,Export,6,1186.577
108,S4,AGO, Total,Angola,CHN,China,2018,Export,6,24517058.341999996
109,S4,AGO, Total,Angola,CIV,Cote d'Ivoire,2018,Export,6,17252.457
110,S4,AGO, Total,Angola,CMR,Cameroon,2018,Export,6,26838.368
111,S4,AGO, Total,Angola,COG,"Congo, Rep.",2018,Export,6,299119.102
112,S4,AGO, Total,Angola,COL,Colombia,2018,Export,6,112.588
113,S4,AGO, Total,Angola,CPV,Cape Verde,2018,Export,6,146.94899999999998
114,S4,AGO, Total,Angola,CUB,Cuba,2018,Export,6,995.086
115,S4,AGO, Total,Angola,CUW,Cura�ao,2018,Export,6,51.246
116,S4,AGO, Total,Angola,CYP,Cyprus,2018,Export,6,142.435
117,S4,AGO, Total,Angola,CZE,Czech Republic,2018,Export,6,268.033
118,S4,AGO, Total,Angola,DEU,Germany,2018,Export,6,3296.312
119,S4,AGO, Total,Angola,DNK,Denmark,2018,Export,6,11055.998
120,S4,AGO, Total,Angola,DZA,Algeria,2018,Export,6,245.226
121,S4,AGO, Total,Angola,ECU,Ecuador,2018,Export,6,41.91
122,S4,AGO, Total,Angola,EGY,"Egypt, Arab Rep.",2018,Export,6,773.962
123,S4,AGO, Total,Angola,ESP,Spain,2018,Export,6,1250554.873
124,S4,AGO, Total,Angola,ETH,Ethiopia(excludes Eritrea),2018,Export,6,49.493
125,S4,AGO, Total,Angola,FIN,Finland,2018,Export,6,47.989
126,S4,AGO, Total,Angola,FRA,France,2018,Export,6,734551.345
127,S4,AGO, Total,Angola,GAB,Gabon,2018,Export,6,5975.887
128,S4,AGO, Total,Angola,GBR,United Kingdom,2018,Export,6,425616.975
129,S4,AGO, Total,Angola,GEO,Georgia,2018,Export,6,0.93
130,S4,AGO, Total,Angola,GHA,Ghana,2018,Export,6,49132.017
131,S4,AGO, Total,Angola,GIB,Gibraltar,2018,Export,6,91.51299999999999
132,S4,AGO, Total,Angola,GIN,Guinea,2018,Export,6,927.051
133,S4,AGO, Total,Angola,GMB,"Gambia, The",2018,Export,6,56.93
134,S4,AGO, Total,Angola,GNB,Guinea-Bissau,2018,Export,6,38.516999999999996
135,S4,AGO, Total,Angola,GNQ,Equatorial Guinea,2018,Export,6,2068.603
136,S4,AGO, Total,Angola,GRC,Greece,2018,Export,6,18.504
137,S4,AGO, Total,Angola,GUY,Guyana,2018,Export,6,12.433
138,S4,AGO, Total,Angola,HKG,"Hong Kong, China",2018,Export,6,23811.982000000004
139,S4,AGO, Total,Angola,HRV,Croatia,2018,Export,6,87.325
140,S4,AGO, Total,Angola,HUN,Hungary,2018,Export,6,0.09699999999999999
141,S4,AGO, Total,Angola,IDN,Indonesia,2018,Export,6,575477.2829999999
142,S4,AGO, Total,Angola,IND,India,2018,Export,6,3768940.47
143,S4,AGO, Total,Angola,IRL,Ireland,2018,Export,6,1830.625
144,S4,AGO, Total,Angola,IRN,"Iran, Islamic Rep.",2018,Export,6,0.469
145,S4,AGO, Total,Angola,IRQ,Iraq,2018,Export,6,276.519
146,S4,AGO, Total,Angola,ISL,Iceland,2018,Export,6,10672.839
147,S4,AGO, Total,Angola,ISR,Israel,2018,Export,6,452453.482
148,S4,AGO, Total,Angola,ITA,Italy,2018,Export,6,468914.91799999995
149,S4,AGO, Total,Angola,JPN,Japan,2018,Export,6,264671.779
150,S4,AGO, Total,Angola,KAZ,Kazakhstan,2018,Export,6,198.364
151,S4,AGO, Total,Angola,KEN,Kenya,2018,Export,6,1499.694
152,S4,AGO, Total,Angola,KHM,Cambodia,2018,Export,6,7429.0419999999995
153,S4,AGO, Total,Angola,KOR,"Korea, Rep.",2018,Export,6,146496.001
154,S4,AGO, Total,Angola,KWT,Kuwait,2018,Export,6,125073.214
155,S4,AGO, Total,Angola,LAO,Lao PDR,2018,Export,6,172.49900000000002
156,S4,AGO, Total,Angola,LBN,Lebanon,2018,Export,6,798.9830000000001
157,S4,AGO, Total,Angola,LBR,Liberia,2018,Export,6,12.657
158,S4,AGO, Total,Angola,LBY,Libya,2018,Export,6,40.722
159,S4,AGO, Total,Angola,LSO,Lesotho,2018,Export,6,1.598
160,S4,AGO, Total,Angola,LTU,Lithuania,2018,Export,6,1.8969999999999998
161,S4,AGO, Total,Angola,LVA,Latvia,2018,Export,6,128.739
162,S4,AGO, Total,Angola,MAC,Macao,2018,Export,6,20529.716
163,S4,AGO, Total,Angola,MAR,Morocco,2018,Export,6,1453.082
164,S4,AGO, Total,Angola,MDG,Madagascar,2018,Export,6,3.267
165,S4,AGO, Total,Angola,MEX,Mexico,2018,Export,6,325.438
166,S4,AGO, Total,Angola,MHL,Marshall Islands,2018,Export,6,2830.465
167,S4,AGO, Total,Angola,MLI,Mali,2018,Export,6,65.19800000000001
168,S4,AGO, Total,Angola,MLT,Malta,2018,Export,6,2317.839
169,S4,AGO, Total,Angola,MOZ,Mozambique,2018,Export,6,1234.247
170,S4,AGO, Total,Angola,MRT,Mauritania,2018,Export,6,388.605
171,S4,AGO, Total,Angola,MWI,Malawi,2018,Export,6,215.558
172,S4,AGO, Total,Angola,MYS,Malaysia,2018,Export,6,242727.975
173,S4,AGO, Total,Angola,NAM,Namibia,2018,Export,6,327921.516
174,S4,AGO, Total,Angola,NGA,Nigeria,2018,Export,6,23077.162999999997
175,S4,AGO, Total,Angola,NIU,Niue,2018,Export,6,9.395
176,S4,AGO, Total,Angola,NLD,Netherlands,2018,Export,6,162760.789
177,S4,AGO, Total,Angola,NOR,Norway,2018,Export,6,31884.361
178,S4,AGO, Total,Angola,NZL,New Zealand,2018,Export,6,1.175
179,S4,AGO, Total,Angola,OAS,"Other Asia, nes",2018,Export,6,145025.02800000002
180,S4,AGO, Total,Angola,OMN,Oman,2018,Export,6,72.348
181,S4,AGO, Total,Angola,PAK,Pakistan,2018,Export,6,451.589
182,S4,AGO, Total,Angola,PAN,Panama,2018,Export,6,110642.489
183,S4,AGO, Total,Angola,PCN,Pitcairn,2018,Export,6,14.498
184,S4,AGO, Total,Angola,PER,Peru,2018,Export,6,6.537999999999999
185,S4,AGO, Total,Angola,PHL,Philippines,2018,Export,6,7.069
186,S4,AGO, Total,Angola,PNG,Papua New Guinea,2018,Export,6,4.026
187,S4,AGO, Total,Angola,POL,Poland,2018,Export,6,281.221
188,S4,AGO, Total,Angola,PRK,"Korea, Dem. Rep.",2018,Export,6,0.001
189,S4,AGO, Total,Angola,PRT,Portugal,2018,Export,6,1074137.369
190,S4,AGO, Total,Angola,PRY,Paraguay,2018,Export,6,827.555
191,S4,AGO, Total,Angola,QAT,Qatar,2018,Export,6,1239.825
192,S4,AGO, Total,Angola,ROM,Romania,2018,Export,6,207.74200000000002
193,S4,AGO, Total,Angola,RUS,Russian Federation,2018,Export,6,3993.908
194,S4,AGO, Total,Angola,RWA,Rwanda,2018,Export,6,2.654
195,S4,AGO, Total,Angola,SAU,Saudi Arabia,2018,Export,6,489.901
196,S4,AGO, Total,Angola,SEN,Senegal,2018,Export,6,7169.871
197,S4,AGO, Total,Angola,SER,"Serbia, FR(Serbia/Montenegro)",2018,Export,6,2.028
198,S4,AGO, Total,Angola,SGP,Singapore,2018,Export,6,513982.584
199,S4,AGO, Total,Angola,SLE,Sierra Leone,2018,Export,6,1153.74
200,S4,AGO, Total,Angola,SOM,Somalia,2018,Export,6,0.716
201,S4,AGO, Total,Angola,STP,Sao Tome and Principe,2018,Export,6,25955.409
202,S4,AGO, Total,Angola,SUD,Sudan,2018,Export,6,1.676
203,S4,AGO, Total,Angola,SWE,Sweden,2018,Export,6,8.321
204,S4,AGO, Total,Angola,SWZ,Eswatini,2018,Export,6,1249.753
205,S4,AGO, Total,Angola,SYC,Seychelles,2018,Export,6,114191.45
206,S4,AGO, Total,Angola,TCA,Turks and Caicos Isl.,2018,Export,6,15.587
207,S4,AGO, Total,Angola,TCD,Chad,2018,Export,6,1157.368
208,S4,AGO, Total,Angola,TGO,Togo,2018,Export,6,12419.362
209,S4,AGO, Total,Angola,THA,Thailand,2018,Export,6,649626.328
210,S4,AGO, Total,Angola,TKM,Turkmenistan,2018,Export,6,1.025
211,S4,AGO, Total,Angola,TTO,Trinidad and Tobago,2018,Export,6,162.046
212,S4,AGO, Total,Angola,TUN,Tunisia,2018,Export,6,146.781
213,S4,AGO, Total,Angola,TUR,Turkey,2018,Export,6,1670.516
214,S4,AGO, Total,Angola,TZA,Tanzania,2018,Export,6,423.13599999999997
215,S4,AGO, Total,Angola,UGA,Uganda,2018,Export,6,12.349
216,S4,AGO, Total,Angola,UKR,Ukraine,2018,Export,6,156.077
217,S4,AGO, Total,Angola,UNS,Unspecified,2018,Export,6,423008.886
218,S4,AGO, Total,Angola,URY,Uruguay,2018,Export,6,320586.229
219,S4,AGO, Total,Angola,USA,United States,2018,Export,6,1470132.736
220,S4,AGO, Total,Angola,VCT,St. Vincent and the Grenadines,2018,Export,6,27217.115
221,S4,AGO, Total,Angola,VEN,Venezuela,2018,Export,6,15.577
222,S4,AGO, Total,Angola,VNM,Vietnam,2018,Export,6,27801.932
223,S4,AGO, Total,Angola,VUT,Vanuatu,2018,Export,6,19046.411
224,S4,AGO, Total,Angola,WLD, World,2018,Export,6,42096736.311
225,S4,AGO, Total,Angola,ZAF,South Africa,2018,Export,6,1161852.097
226,S4,AGO, Total,Angola,ZAR,"Congo, Dem. Rep.",2018,Export,6,104759.112
227,S4,AGO, Total,Angola,ZMB,Zambia,2018,Export,6,114.164
228,S4,AGO, Total,Angola,ZWE,Zimbabwe,2018,Export,6,33.804
229,S4,ALB, Total,Albania,AGO,Angola,2018,Export,6,48.148
230,S4,ALB, Total,Albania,AIA,Anguila,2018,Export,6,78.09899999999999
231,S4,ALB, Total,Albania,ARE,United Arab Emirates,2018,Export,6,7436.315
232,S4,ALB, Total,Albania,ARG,Argentina,2018,Export,6,43.75
233,S4,ALB, Total,Albania,ARM,Armenia,2018,Export,6,11.626
234,S4,ALB, Total,Albania,AUS,Australia,2018,Export,6,1196.998
235,S4,ALB, Total,Albania,AUT,Austria,2018,Export,6,18037.635
236,S4,ALB, Total,Albania,AZE,Azerbaijan,2018,Export,6,14.829
237,S4,ALB, Total,Albania,BDI,Burundi,2018,Export,6,4.231
238,S4,ALB, Total,Albania,BEL,Belgium,2018,Export,6,3687.968
239,S4,ALB, Total,Albania,BEN,Benin,2018,Export,6,11.51
240,S4,ALB, Total,Albania,BGR,Bulgaria,2018,Export,6,27211.8
241,S4,ALB, Total,Albania,BHR,Bahrain,2018,Export,6,48.46
242,S4,ALB, Total,Albania,BHS,"Bahamas, The",2018,Export,6,38.586
243,S4,ALB, Total,Albania,BIH,Bosnia and Herzegovina,2018,Export,6,12984.263
244,S4,ALB, Total,Albania,BLR,Belarus,2018,Export,6,75.067
245,S4,ALB, Total,Albania,BLZ,Belize,2018,Export,6,7.84
246,S4,ALB, Total,Albania,BRA,Brazil,2018,Export,6,387.945
247,S4,ALB, Total,Albania,CAN,Canada,2018,Export,6,1150.568
248,S4,ALB, Total,Albania,CHE,Switzerland,2018,Export,6,27176.301
249,S4,ALB, Total,Albania,CHL,Chile,2018,Export,6,91.825
250,S4,ALB, Total,Albania,CHN,China,2018,Export,6,52735.388
251,S4,ALB, Total,Albania,CIV,Cote d'Ivoire,2018,Export,6,486.599
252,S4,ALB, Total,Albania,COG,"Congo, Rep.",2018,Export,6,31.991
253,S4,ALB, Total,Albania,COL,Colombia,2018,Export,6,5.669
254,S4,ALB, Total,Albania,CRI,Costa Rica,2018,Export,6,22.116
255,S4,ALB, Total,Albania,CYM,Cayman Islands,2018,Export,6,159.988
256,S4,ALB, Total,Albania,CYP,Cyprus,2018,Export,6,255.667
257,S4,ALB, Total,Albania,CZE,Czech Republic,2018,Export,6,41876.416
258,S4,ALB, Total,Albania,DEU,Germany,2018,Export,6,124480.588
259,S4,ALB, Total,Albania,DJI,Djibouti,2018,Export,6,32.049
260,S4,ALB, Total,Albania,DNK,Denmark,2018,Export,6,10251.507
261,S4,ALB, Total,Albania,DZA,Algeria,2018,Export,6,24.939
262,S4,ALB, Total,Albania,EGY,"Egypt, Arab Rep.",2018,Export,6,3249.01
263,S4,ALB, Total,Albania,ESP,Spain,2018,Export,6,223944.895
264,S4,ALB, Total,Albania,EST,Estonia,2018,Export,6,8409.864
265,S4,ALB, Total,Albania,FIN,Finland,2018,Export,6,587.399
266,S4,ALB, Total,Albania,FRA,France,2018,Export,6,31587.234
267,S4,ALB, Total,Albania,GBR,United Kingdom,2018,Export,6,10609.378999999999
268,S4,ALB, Total,Albania,GEO,Georgia,2018,Export,6,171.516
269,S4,ALB, Total,Albania,GHA,Ghana,2018,Export,6,21.750999999999998
270,S4,ALB, Total,Albania,GIN,Guinea,2018,Export,6,14.669
271,S4,ALB, Total,Albania,GNQ,Equatorial Guinea,2018,Export,6,31.544
272,S4,ALB, Total,Albania,GRC,Greece,2018,Export,6,121498.213
273,S4,ALB, Total,Albania,HKG,"Hong Kong, China",2018,Export,6,1094.988
274,S4,ALB, Total,Albania,HRV,Croatia,2018,Export,6,8766.833
275,S4,ALB, Total,Albania,HUN,Hungary,2018,Export,6,25258.267999999996
276,S4,ALB, Total,Albania,IDN,Indonesia,2018,Export,6,0.602
277,S4,ALB, Total,Albania,IND,India,2018,Export,6,5709.3240000000005
278,S4,ALB, Total,Albania,IRL,Ireland,2018,Export,6,328.75
279,S4,ALB, Total,Albania,IRN,"Iran, Islamic Rep.",2018,Export,6,137.849
280,S4,ALB, Total,Albania,IRQ,Iraq,2018,Export,6,2028.88
281,S4,ALB, Total,Albania,ISL,Iceland,2018,Export,6,38.428000000000004
282,S4,ALB, Total,Albania,ISR,Israel,2018,Export,6,1380.614
283,S4,ALB, Total,Albania,ITA,Italy,2018,Export,6,1381261.65
284,S4,ALB, Total,Albania,JAM,Jamaica,2018,Export,6,0.6709999999999999
285,S4,ALB, Total,Albania,JOR,Jordan,2018,Export,6,23.465
286,S4,ALB, Total,Albania,JPN,Japan,2018,Export,6,5489.547
287,S4,ALB, Total,Albania,KAZ,Kazakhstan,2018,Export,6,337.1
288,S4,ALB, Total,Albania,KEN,Kenya,2018,Export,6,0.929
289,S4,ALB, Total,Albania,KGZ,Kyrgyz Republic,2018,Export,6,11.696
290,S4,ALB, Total,Albania,KHM,Cambodia,2018,Export,6,20.828000000000003
291,S4,ALB, Total,Albania,KOR,"Korea, Rep.",2018,Export,6,277.2
292,S4,ALB, Total,Albania,KWT,Kuwait,2018,Export,6,289.947
293,S4,ALB, Total,Albania,LBN,Lebanon,2018,Export,6,709.2260000000001
294,S4,ALB, Total,Albania,LBY,Libya,2018,Export,6,1799.418
295,S4,ALB, Total,Albania,LKA,Sri Lanka,2018,Export,6,38.364000000000004
296,S4,ALB, Total,Albania,LTU,Lithuania,2018,Export,6,755.633
297,S4,ALB, Total,Albania,LUX,Luxembourg,2018,Export,6,20.449
298,S4,ALB, Total,Albania,LVA,Latvia,2018,Export,6,311.91
299,S4,ALB, Total,Albania,MAC,Macao,2018,Export,6,31.938000000000002
300,S4,ALB, Total,Albania,MAR,Morocco,2018,Export,6,1320.362
301,S4,ALB, Total,Albania,MDA,Moldova,2018,Export,6,395.408
302,S4,ALB, Total,Albania,MEX,Mexico,2018,Export,6,2167.659
303,S4,ALB, Total,Albania,MHL,Marshall Islands,2018,Export,6,1677.7839999999999
304,S4,ALB, Total,Albania,MKD,North Macedonia,2018,Export,6,79142.37700000001
305,S4,ALB, Total,Albania,MLI,Mali,2018,Export,6,290.469
306,S4,ALB, Total,Albania,MLT,Malta,2018,Export,6,6849.733
307,S4,ALB, Total,Albania,MMR,Myanmar,2018,Export,6,0.511
308,S4,ALB, Total,Albania,MNG,Mongolia,2018,Export,6,0.401
309,S4,ALB, Total,Albania,MNT,Montenegro,2018,Export,6,52708.526
310,S4,ALB, Total,Albania,MOZ,Mozambique,2018,Export,6,10.946
311,S4,ALB, Total,Albania,MRT,Mauritania,2018,Export,6,3.5389999999999997
312,S4,ALB, Total,Albania,MUS,Mauritius,2018,Export,6,29.393
313,S4,ALB, Total,Albania,MYS,Malaysia,2018,Export,6,107.43299999999999
314,S4,ALB, Total,Albania,NGA,Nigeria,2018,Export,6,3.154
315,S4,ALB, Total,Albania,NLD,Netherlands,2018,Export,6,37078.503
316,S4,ALB, Total,Albania,NOR,Norway,2018,Export,6,491.959
317,S4,ALB, Total,Albania,NZL,New Zealand,2018,Export,6,130.406
318,S4,ALB, Total,Albania,OAS,"Other Asia, nes",2018,Export,6,7434.677
319,S4,ALB, Total,Albania,OMN,Oman,2018,Export,6,145.121
320,S4,ALB, Total,Albania,PAK,Pakistan,2018,Export,6,44.67100000000001
321,S4,ALB, Total,Albania,PAN,Panama,2018,Export,6,358.57
322,S4,ALB, Total,Albania,POL,Poland,2018,Export,6,8556.785
323,S4,ALB, Total,Albania,PRT,Portugal,2018,Export,6,527.969
324,S4,ALB, Total,Albania,QAT,Qatar,2018,Export,6,618.581
325,S4,ALB, Total,Albania,ROM,Romania,2018,Export,6,44231.439000000006
326,S4,ALB, Total,Albania,RUS,Russian Federation,2018,Export,6,855.5210000000001
327,S4,ALB, Total,Albania,SAU,Saudi Arabia,2018,Export,6,1316.4589999999998
328,S4,ALB, Total,Albania,SEN,Senegal,2018,Export,6,245.638
329,S4,ALB, Total,Albania,SER,"Serbia, FR(Serbia/Montenegro)",2018,Export,6,325425.974
330,S4,ALB, Total,Albania,SGP,Singapore,2018,Export,6,1177.751
331,S4,ALB, Total,Albania,SLE,Sierra Leone,2018,Export,6,122.76799999999999
332,S4,ALB, Total,Albania,SLV,El Salvador,2018,Export,6,0.833
333,S4,ALB, Total,Albania,SMR,San Marino,2018,Export,6,215.82299999999998
334,S4,ALB, Total,Albania,SVK,Slovak Republic,2018,Export,6,5580.625
335,S4,ALB, Total,Albania,SVN,Slovenia,2018,Export,6,31339.214
336,S4,ALB, Total,Albania,SWE,Sweden,2018,Export,6,21658.266
337,S4,ALB, Total,Albania,SWZ,Eswatini,2018,Export,6,2.325
338,S4,ALB, Total,Albania,SYR,Syrian Arab Republic,2018,Export,6,11.753
339,S4,ALB, Total,Albania,TCA,Turks and Caicos Isl.,2018,Export,6,138.263
340,S4,ALB, Total,Albania,TCD,Chad,2018,Export,6,13.824000000000002
341,S4,ALB, Total,Albania,TGO,Togo,2018,Export,6,55.758
342,S4,ALB, Total,Albania,THA,Thailand,2018,Export,6,226.922
343,S4,ALB, Total,Albania,TKM,Turkmenistan,2018,Export,6,103.178
344,S4,ALB, Total,Albania,TUN,Tunisia,2018,Export,6,288.973
345,S4,ALB, Total,Albania,TUR,Turkey,2018,Export,6,19943.11
346,S4,ALB, Total,Albania,TZA,Tanzania,2018,Export,6,21.552
347,S4,ALB, Total,Albania,UGA,Uganda,2018,Export,6,0.758
348,S4,ALB, Total,Albania,UKR,Ukraine,2018,Export,6,2283.266
349,S4,ALB, Total,Albania,UNS,Unspecified,2018,Export,6,1948.733
350,S4,ALB, Total,Albania,URY,Uruguay,2018,Export,6,12.707
351,S4,ALB, Total,Albania,USA,United States,2018,Export,6,49590.301
352,S4,ALB, Total,Albania,VEN,Venezuela,2018,Export,6,0.07200000000000001
353,S4,ALB, Total,Albania,VNM,Vietnam,2018,Export,6,2376.458
354,S4,ALB, Total,Albania,WLD, World,2018,Export,6,2875859.7789999996
355,S4,ALB, Total,Albania,YEM,Yemen,2018,Export,6,20.184
356,S4,ALB, Total,Albania,ZAF,South Africa,2018,Export,6,199.727
357,S4,AND, Total,Andorra,AFG,Afghanistan,2018,Export,6,0.005
358,S4,AND, Total,Andorra,AGO,Angola,2018,Export,6,0.535
359,S4,AND, Total,Andorra,AND,Andorra,2018,Export,6,44.68600000000001
